file_id,scope_origin,source_path,logical_document_id,title,batch,domain,classification,owner,revision,canonical_status,authority_resolution,review_status,internal_profile_source,derived_internal_review_tier,public_profile_source,derived_external_presentation_tier,visual_qa_status,github_handling,release_state,control_note
ZIP-0060,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/PRD-APP-001_EMOPET_Core_Product_Architecture_And_Initial_Experience_Depth.docx,PRD-APP-001,PRD-APP-001_EMOPET_Core_Product_Architecture_And_Initial_Experience_Depth,BATCH 1,PRD,CONFIDENTIAL,Product,2.0,CURRENT CONTROLLED PRODUCT AUTHORITY — CORE ARCHITECTURE / INITIAL DEPTH,RESOLVED — CURRENT PRODUCT SCOPE/DEPTH AUTHORITY,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0061,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/PRD-COM-001_EMOPET_Community_Capability_Definition.docx,PRD-COM-001,PRD-COM-001_EMOPET_Community_Capability_Definition,BATCH 7,PRD,CONFIDENTIAL,Founder — EMOPET / Product,1.0,CURRENT PRODUCT DOCTRINE / IMPLEMENTATION AND RELEASE MATURITY SEPARATE,CURRENT FOR THE NAMED FUTURE-LAYER DEFINITION,RECONCILED 2026-08-28 — BATCH 7 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0062,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/PRD-IMM-001_EMOPET_Immersive_Experience_Definition.docx,PRD-IMM-001,PRD-IMM-001_EMOPET_Immersive_Experience_Definition,BATCH 7,PRD,CONFIDENTIAL,Founder — EMOPET / Product,1.0,CURRENT PRODUCT DOCTRINE / IMPLEMENTATION AND RELEASE MATURITY SEPARATE,CURRENT FOR THE NAMED FUTURE-LAYER DEFINITION,RECONCILED 2026-08-28 — BATCH 7 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0063,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/PRD-MAT-001_EMOPET_MAT_Product_Definition.docx,PRD-MAT-001,PRD-MAT-001_EMOPET_MAT_Product_Definition,BATCH 1,MAT,CONFIDENTIAL,Product,1.0,CURRENT CONTROLLED PRODUCT DEFINITION — NOT ENGINEERING PROOF / NOT MANUFACTURING RELEASE,RESOLVED — CURRENT PRODUCT DEFINITION; PHYSICAL GATES OPEN,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0064,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/PRD-REL-001_EMOPET_Relationship_Engine_Definition.docx,PRD-REL-001,PRD-REL-001_EMOPET_Relationship_Engine_Definition,BATCH 7,PRD,CONFIDENTIAL,Founder — EMOPET / Product,1.0,CURRENT PRODUCT DOCTRINE / IMPLEMENTATION AND RELEASE MATURITY SEPARATE,CURRENT FOR THE NAMED FUTURE-LAYER DEFINITION,RECONCILED 2026-08-28 — BATCH 7 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0065,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/PRD-TAG-001_EMOPET_TAG_Product_Intent.docx,PRD-TAG-001,PRD-TAG-001_EMOPET_TAG_Product_Intent,BATCH 1,TAG,CONFIDENTIAL,Product,1.1,CURRENT CONTROLLED PRODUCT INTENT — PARTIALLY SUPERSEDED BY LATER CONTROLLED GNSS/BATTERY DECISIONS,RESOLVED — PRODUCT ROLE PRESERVED; COMPONENT/BATTERY/POSITIONING STATUS CORRECTED BY LATER AUTHORITY,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0066,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/SYS-001_EMOPET_Guardian_Controlled_Platform_Architecture.docx,SYS-001,SYS-001_EMOPET_Guardian_Controlled_Platform_Architecture,BATCH 1,SYS,CONFIDENTIAL,Product / Software Engineering,3.0,CURRENT CONTROLLED SYSTEM / PRODUCT ARCHITECTURE,RESOLVED — ARCHITECTURE AUTHORITY; IMPLEMENTATION NOT IMPLIED,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0067,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/SYS-003_EMOPET_System_Status_Ledger.docx,SYS-003,SYS-003_EMOPET_System_Status_Ledger,BATCH 1,SYS,CONFIDENTIAL,Product,2.0,REFERENCE STATUS SNAPSHOT — NON-NORMATIVE,RESOLVED — REFERENCE ONLY; COR-005 AND LATER CONTROLLED SOURCES GOVERN,BATCH 1 DOCUMENT-LEVEL AUTHORITY / REVISION / OWNER / CLASSIFICATION / PROFILE RECONCILED; CLAIM EVIDENCE PARTIAL,INCLUDE — CONTROLLED SOURCE / RECONCILIATION RECORD,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXPLICIT PUBLICATION APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0068,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/01_PROJECT_AND_PRODUCT/SYS-004_EMOPET_World_Architecture.docx,SYS-004,SYS-004_EMOPET_World_Architecture,BATCH 7,SYS,CONFIDENTIAL,Founder — EMOPET / Product,1.0,CURRENT PRODUCT DOCTRINE / IMPLEMENTATION AND RELEASE MATURITY SEPARATE,CURRENT FOR THE NAMED FUTURE-LAYER DEFINITION,RECONCILED 2026-08-28 — BATCH 7 / NOT RELEASED,INCLUDE WITH CONTROL NOTES,INTERNAL_REVIEW_CANDIDATE_WITH_CONTROLS,EXCLUDE,EXCLUDED_FROM_PUBLIC_PROFILE,STATIC QA ONLY / PRIOR QA REUSED WHERE APPLICABLE / NOT FINAL PUBLICATION EVIDENCE,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0069,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-001_EMOPET_Truth_Contract.docx,SCI-001,SCI-001_EMOPET_Truth_Contract,BATCH 3,SCIENCE,RESTRICTED,Science,1.0,CANONICAL NORMATIVE CONTROL / NOT VALIDATION EVIDENCE,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0070,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-002_EMOPET_Claim_Guard_Specification.docx,SCI-002,SCI-002_EMOPET_Claim_Guard_Specification,BATCH 3,SCIENCE,CONFIDENTIAL,Science,1.0,CANONICAL NORMATIVE CONTROL / NOT VALIDATION EVIDENCE,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0071,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-003_EMOPET_Trust_Ledger_And_Provenance_Model.docx,SCI-003,SCI-003_EMOPET_Trust_Ledger_And_Provenance_Model,BATCH 3,SCIENCE,RESTRICTED,Science,1.0,CANONICAL NORMATIVE CONTROL / NOT VALIDATION EVIDENCE,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0072,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-004_EMOPET_Breiz_ELI_Boundary_And_AI_Transparency.docx,SCI-004,SCI-004_EMOPET_Breiz_ELI_Boundary_And_AI_Transparency,BATCH 3,SCIENCE,RESTRICTED,Science,1.0,CANONICAL NORMATIVE CONTROL / NOT VALIDATION EVIDENCE,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0073,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-005_EMOPET_AI_Semantic_Guardrails.docx,SCI-005,SCI-005_EMOPET_AI_Semantic_Guardrails,BATCH 3,SCIENCE,RESTRICTED,Science,1.0,CANONICAL NORMATIVE CONTROL / NOT VALIDATION EVIDENCE,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0074,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-006_EMOPET_ELS_Canonical_Semantic_Layer.docx,SCI-006,SCI-006_EMOPET_ELS_Canonical_Semantic_Layer,BATCH 3,SCIENCE,RESTRICTED,Science / Brand,1.0,CANONICAL NORMATIVE CONTROL / NOT VALIDATION EVIDENCE,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0075,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/02_SCIENCE_AND_CLAIMS/SCI-100_EMOPET_Scientific_Foundation.docx,SCI-100,SCI-100_EMOPET_Scientific_Foundation,BATCH 3,SCIENCE,RESTRICTED,Science,0.1,DRAFT / DERIVATIVE / SOURCE_NOT_RECONCILED,RESOLVED AT DOCUMENT LEVEL — VALIDATION / RELEASE STATUS PRESERVED,DOCUMENT-LEVEL AUTHORITY / EVIDENCE RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,PASS_WITH_NOTES — SOURCE RENDER REVIEW,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0076,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/ENG-001_EMOPET_Engineering_Current_State_And_Next_Steps.docx,ENG-001,ENG-001_EMOPET_Engineering_Current_State_And_Next_Steps,BATCH 2,ENG,CONFIDENTIAL,Hardware Engineering,2.0,CONTROLLED CURRENT STATE / NOT RELEASED,CURRENT DOMAIN STATUS AUTHORITY — OPEN GATES PRESERVED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0077,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/ENG-002_EMOPET_Phase0_Design_Freeze_Register.docx,ENG-002,ENG-002_EMOPET_Phase0_Design_Freeze_Register,BATCH 2,ENG,INTERNAL STRICT,Hardware Engineering,1.0,CONTROLLED DRAFT — ARCHITECTURE REQUIREMENTS FROZEN / IMPLEMENTATION OPEN,CONTROLLED OUTER RECORD / CONTROLLED DRAFT BODY — IMPLEMENTATION OPEN,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0078,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/ENG-003_EMOPET_Industrial_Registers_Phase_B.xlsx,ENG-003,EMOPET — Industrial Registers Phase B,BATCH 2,ENG,CONFIDENTIAL,Hardware Engineering,1.10,CANONICAL CURRENT ENGINEERING REGISTER,CURRENT CONTROLLED DOMAIN AUTHORITY WITH OPEN GATES,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0079,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/ENG-004_EMOPET_System_Audit_Reconciled_2026-08.docx,ENG-004,ENG-004_EMOPET_System_Audit_Reconciled_2026-08,BATCH 2,ENG,CONFIDENTIAL,Hardware Engineering,2.0,SOURCE RETAINED / NO AUTHORITY PROMOTION,SUPPORTING ENGINEERING SOURCE — SCOPE LIMITED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0080,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/ENG-005_EMOPET_Phase0_Document_Control_Reconciliation.docx,ENG-005,ENG-005_EMOPET_Phase0_Document_Control_Reconciliation,BATCH 2,ENG,INTERNAL STRICT,Hardware Engineering,1.0,SOURCE RETAINED / NO AUTHORITY PROMOTION,SUPPORTING ENGINEERING SOURCE — SCOPE LIMITED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0081,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/ENG-006_EMOPET_Phase0_Document_Status_Matrix.csv,,ENG-006_EMOPET_Phase0_Document_Status_Matrix,BATCH 2,MAT,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,SOURCE RETAINED / NO AUTHORITY PROMOTION,SUPPORTING ENGINEERING SOURCE — SCOPE LIMITED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0082,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/MAT/PHASE0/ECAD/NOT_RELEASED.txt,,NOT_RELEASED,BATCH 2,MAT,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,SOURCE RETAINED / RELEASE BLOCKED,SOURCE EVIDENCE — NOT RELEASED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0083,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/MAT/PHASE0/ECAD/SOURCE/EMOPET_PHASE0_PASSIVE_CARD_RECONSTRUCTED_v0.2.kicad_pcb,,EMOPET_PHASE0_PASSIVE_CARD_RECONSTRUCTED_v0.2,BATCH 2,MAT,INTERNAL CONTROLLED HANDLING — SOURCE CLASSIFICATION NOT STATED,Engineering / Document Control — FUNCTIONAL OWNER / HUMAN ASSIGNMENT OPEN,SOURCE REVISION NOT STATED / NOT VERIFIED,SOURCE RETAINED / RELEASE BLOCKED,SOURCE EVIDENCE — NOT RELEASED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0084,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/MAT/PHASE0/ECAD/VALIDATION/ENG-MAT-003_EMOPET_MAT_Phase0_KiCad_Release_Gate.docx,ENG-MAT-003,ENG-MAT-003_EMOPET_MAT_Phase0_KiCad_Release_Gate,BATCH 2,MAT,CONFIDENTIAL,Hardware Engineering,1.0,CANONICAL RELEASE GATE / OPEN,CURRENT GATE AUTHORITY — RELEASE BLOCKED,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
ZIP-0085,IMMUTABLE_SOURCE_ZIP_MEMBER,01_BASELINE_THROUGH_2026-08-24_1938Z/EMOPET_BASELINE_v3.0_CONTROLLED/03_HARDWARE_ENGINEERING/MAT/PHASE0/ECAD/VALIDATION/ENG-MAT-004_EMOPET_MAT_Phase0_Static_Native_Validation.docx,ENG-MAT-004,ENG-MAT-004_EMOPET_MAT_Phase0_Static_Native_Validation,BATCH 2,MAT,CONFIDENTIAL,Hardware Engineering,1.0,PASS_WITH_NOTES — STATIC ONLY,VALIDATION EVIDENCE — STATIC PASS / NATIVE O-041 OPEN,RECONCILED 2026-08-27 — NOT RELEASED,INCLUSION TO DECIDE,INTERNAL_INCLUSION_DECISION_OPEN,EXPLICIT APPROVAL REQUIRED,EXPLICIT_PUBLICATION_APPROVAL_REQUIRED,NOT STARTED,DO_NOT_PUBLISH_RESTRICTED_OR_UNAPPROVED,NOT_RELEASED,"Internal review candidacy does not establish external publication, release, validation, transmission or manufacturing authority."
